"experiment","condition","id","parameter","model","RMSD","PEARSON"
"E6a","5a_average",14,3,"weight_window_create",1.57777777777778,NA
"E6a","5a_average",14,3,"weight_linear_create",0.469444444444445,NA
"E6a","5a_average",14,4,"weight_window_create",1.61388888888889,NA
"E6a","5a_average",14,4,"weight_linear_create",0.0498989898989897,NA
"E6a","5a_average",14,5,"weight_window_create",0.778888888888889,NA
"E6a","5a_average",14,5,"weight_linear_create",0.272934472934473,NA
"E6a","5a_average",14,6,"weight_window_create",0.228703703703704,NA
"E6a","5a_average",14,6,"weight_linear_create",0.468300653594771,NA
"E6a","5a_average",14,7,"weight_window_create",0.130952380952381,NA
"E6a","5a_average",14,7,"weight_linear_create",0.589241622574955,NA
"E6a","5a_average",14,8,"weight_window_create",0.424305555555556,NA
"E6a","5a_average",14,8,"weight_linear_create",0.671481481481481,NA
"E6a","5a_average",14,9,"weight_window_create",0.651851851851852,NA
"E6a","5a_average",14,9,"weight_linear_create",0.731034482758621,NA
"E6a","5a_average",14,10,"weight_window_create",0.828888888888889,NA
"E6a","5a_average",14,10,"weight_linear_create",0.77615039281706,NA
"E6a","5a_average",14,11,"weight_window_create",0.981313131313131,NA
"E6a","5a_average",14,11,"weight_linear_create",0.811511511511512,NA
"E6a","5a_average",14,12,"weight_window_create",1.10324074074074,NA
"E6a","5a_average",14,12,"weight_linear_create",0.839972899728997,NA
"E6a","6_average",8,1,"weight_window_create",0.26,NA
"E6a","6_average",8,1,"weight_linear_create",0.192,NA
"E6a","6_average",8,2,"weight_window_create",0.176666666666667,NA
"E6a","6_average",8,2,"weight_linear_create",0.154285714285715,NA
"E6a","6_average",8,3,"weight_window_create",0.20888888888889,NA
"E6a","6_average",8,3,"weight_linear_create",0.135757575757577,NA
"E6a","6_average",8,4,"weight_window_create",0.17,NA
"E6a","6_average",8,4,"weight_linear_create",0.127111111111111,NA
"E6a","6_average",8,5,"weight_window_create",0.14,NA
"E6a","6_average",8,5,"weight_linear_create",0.122105263157895,NA
"E6a","6_average",8,6,"weight_window_create",0.103333333333333,NA
"E6a","6_average",8,6,"weight_linear_create",0.118840579710145,NA
"E6a","6_average",14,1,"weight_window_create",1.11333333333333,NA
"E6a","6_average",14,1,"weight_linear_create",1.15466666666667,NA
"E6a","6_average",14,2,"weight_window_create",1.11666666666667,NA
"E6a","6_average",14,2,"weight_linear_create",1.1647619047619,NA
"E6a","6_average",14,3,"weight_window_create",1.14888888888889,NA
"E6a","6_average",14,3,"weight_linear_create",0.899444444444444,NA
"E6a","6_average",14,4,"weight_window_create",1.18833333333333,NA
"E6a","6_average",14,4,"weight_linear_create",0.578545454545454,NA
"E6a","6_average",14,5,"weight_window_create",1.164,NA
"E6a","6_average",14,5,"weight_linear_create",0.283333333333333,NA
"E6a","6_average",14,6,"weight_window_create",1.18222222222222,NA
"E6a","6_average",14,6,"weight_linear_create",0.0981045751633984,NA
"E6a","6_average",14,7,"weight_window_create",0.722857142857143,NA
"E6a","6_average",14,7,"weight_linear_create",0.0165608465608464,NA
"E6a","6_average",14,8,"weight_window_create",0.3575,NA
"E6a","6_average",14,8,"weight_linear_create",0.0945333333333336,NA
"E6a","6_average",14,9,"weight_window_create",0.0933333333333333,NA
"E6a","6_average",14,9,"weight_linear_create",0.150996168582375,NA
"E6a","6_average",14,10,"weight_window_create",0.14,NA
"E6a","6_average",14,10,"weight_linear_create",0.193771043771044,NA
"E6a","6_average",14,11,"weight_window_create",0.333939393939394,NA
"E6a","6_average",14,11,"weight_linear_create",0.227297297297298,NA
"E6a","6_average",14,12,"weight_window_create",0.503888888888889,NA
"E6a","6_average",14,12,"weight_linear_create",0.254281842818428,NA
"E6a","8_average",8,1,"weight_window_create",0.0499999999999998,NA
"E6a","8_average",8,1,"weight_linear_create",0.0737499999999995,NA
"E6a","8_average",8,2,"weight_window_create",0.0999999999999996,NA
"E6a","8_average",8,2,"weight_linear_create",0.0714285714285712,NA
"E6a","8_average",8,3,"weight_window_create",0.0854166666666671,NA
"E6a","8_average",8,3,"weight_linear_create",0.0700757575757578,NA
"E6a","8_average",8,4,"weight_window_create",0.0578124999999998,NA
"E6a","8_average",8,4,"weight_linear_create",0.0694444444444446,NA
"E6a","8_average",8,5,"weight_window_create",0.07125,NA
"E6a","8_average",8,5,"weight_linear_create",0.0690789473684212,NA
"E6a","8_average",8,6,"weight_window_create",0.067708333333333,NA
"E6a","8_average",8,6,"weight_linear_create",0.0688405797101446,NA
"E6a","8_average",14,1,"weight_window_create",1.49375,NA
"E6a","8_average",14,1,"weight_linear_create",0.55125,NA
"E6a","8_average",14,2,"weight_window_create",1.559375,NA
"E6a","8_average",14,2,"weight_linear_create",0.460714285714285,NA
"E6a","8_average",14,3,"weight_window_create",0.44375,NA
"E6a","8_average",14,3,"weight_linear_create",0.290624999999999,NA
"E6a","8_average",14,4,"weight_window_create",0.1078125,NA
"E6a","8_average",14,4,"weight_linear_create",0.0852272727272725,NA
"E6a","8_average",14,5,"weight_window_create",0.26875,NA
"E6a","8_average",14,5,"weight_linear_create",0.0975961538461538,NA
"E6a","8_average",14,6,"weight_window_create",0.469791666666667,NA
"E6a","8_average",14,6,"weight_linear_create",0.21139705882353,NA
"E6a","8_average",14,7,"weight_window_create",0.166964285714286,NA
"E6a","8_average",14,7,"weight_linear_create",0.281845238095238,NA
"E6a","8_average",14,8,"weight_window_create",0.0476562500000002,NA
"E6a","8_average",14,8,"weight_linear_create",0.32975,NA
"E6a","8_average",14,9,"weight_window_create",0.225000000000001,NA
"E6a","8_average",14,9,"weight_linear_create",0.364439655172414,NA
"E6a","8_average",14,10,"weight_window_create",0.375,NA
"E6a","8_average",14,10,"weight_linear_create",0.390719696969697,NA
"E6a","8_average",14,11,"weight_window_create",0.484090909090909,NA
"E6a","8_average",14,11,"weight_linear_create",0.411317567567568,NA
"E6a","8_average",14,12,"weight_window_create",0.58125,NA
"E6a","8_average",14,12,"weight_linear_create",0.427896341463415,NA
"E6a","6_adjusted_average",8,1,"weight_window_create",0.26,NA
"E6a","6_adjusted_average",8,1,"weight_linear_create",0.192,NA
"E6a","6_adjusted_average",8,2,"weight_window_create",0.176666666666667,NA
"E6a","6_adjusted_average",8,2,"weight_linear_create",0.154285714285715,NA
"E6a","6_adjusted_average",8,3,"weight_window_create",0.20888888888889,NA
"E6a","6_adjusted_average",8,3,"weight_linear_create",0.135757575757577,NA
"E6a","6_adjusted_average",8,4,"weight_window_create",0.17,NA
"E6a","6_adjusted_average",8,4,"weight_linear_create",0.127111111111111,NA
"E6a","6_adjusted_average",8,5,"weight_window_create",0.14,NA
"E6a","6_adjusted_average",8,5,"weight_linear_create",0.122105263157895,NA
"E6a","6_adjusted_average",8,6,"weight_window_create",0.103333333333333,NA
"E6a","6_adjusted_average",8,6,"weight_linear_create",0.118840579710145,NA
"E6a","6_adjusted_average",14,1,"weight_window_create",1.11333333333333,NA
"E6a","6_adjusted_average",14,1,"weight_linear_create",1.15466666666667,NA
"E6a","6_adjusted_average",14,2,"weight_window_create",1.11666666666667,NA
"E6a","6_adjusted_average",14,2,"weight_linear_create",0.689206349206349,NA
"E6a","6_adjusted_average",14,3,"weight_window_create",1.14888888888889,NA
"E6a","6_adjusted_average",14,3,"weight_linear_create",0.248333333333334,NA
"E6a","6_adjusted_average",14,4,"weight_window_create",1.18833333333333,NA
"E6a","6_adjusted_average",14,4,"weight_linear_create",0.0922424242424245,NA
"E6a","6_adjusted_average",14,5,"weight_window_create",0.512,NA
"E6a","6_adjusted_average",14,5,"weight_linear_create",0.362136752136752,NA
"E6a","6_adjusted_average",14,6,"weight_window_create",0.0611111111111109,NA
"E6a","6_adjusted_average",14,6,"weight_linear_create",0.527385620915032,NA
"E6a","6_adjusted_average",14,7,"weight_window_create",0.238095238095238,NA
"E6a","6_adjusted_average",14,7,"weight_linear_create",0.62968253968254,NA
"E6a","6_adjusted_average",14,8,"weight_window_create",0.483333333333333,NA
"E6a","6_adjusted_average",14,8,"weight_linear_create",0.699244444444445,NA
"E6a","6_adjusted_average",14,9,"weight_window_create",0.654074074074074,NA
"E6a","6_adjusted_average",14,9,"weight_linear_create",0.749616858237548,NA
"E6a","6_adjusted_average",14,10,"weight_window_create",0.812666666666667,NA
"E6a","6_adjusted_average",14,10,"weight_linear_create",0.787777777777778,NA
"E6a","6_adjusted_average",14,11,"weight_window_create",0.945454545454545,NA
"E6a","6_adjusted_average",14,11,"weight_linear_create",0.817687687687688,NA
"E6a","6_adjusted_average",14,12,"weight_window_create",1.06444444444444,NA
"E6a","6_adjusted_average",14,12,"weight_linear_create",0.841761517615176,NA
